Date,Month,Platform,Category,Campaign,Ad,Objective,Spend,Impressions,Reach,Clicks,Results,Result Type,Video Views,Conversions,Source Metric Note
2026-04-27,2026-05,Google Ads,Store Visits / AON,_SMM - Demand Gen - 2026 - AON,,Demand Gen,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-04,2026-05,Google Ads,Store Visits / AON,_SMM - Demand Gen - 2026 - AON,,Demand Gen,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-11,2026-05,Google Ads,Store Visits / AON,_SMM - Demand Gen - 2026 - AON,,Demand Gen,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-18,2026-05,Google Ads,Store Visits / AON,_SMM - Demand Gen - 2026 - AON,,Demand Gen,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-25,2026-05,Google Ads,Store Visits / AON,_SMM - Demand Gen - 2026 - AON,,Demand Gen,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-01,2026-06,Google Ads,Store Visits / AON,_SMM - Demand Gen - 2026 - AON,,Demand Gen,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-08,2026-06,Google Ads,Store Visits / AON,_SMM - Demand Gen - 2026 - AON,,Demand Gen,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-15,2026-06,Google Ads,Store Visits / AON,_SMM - Demand Gen - 2026 - AON,,Demand Gen,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-22,2026-06,Google Ads,Store Visits / AON,_SMM - Demand Gen - 2026 - AON,,Demand Gen,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-29,2026-06,Google Ads,Store Visits / AON,_SMM - Demand Gen - 2026 - AON,,Demand Gen,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-06,2026-07,Google Ads,Store Visits / AON,_SMM - Demand Gen - 2026 - AON,,Demand Gen,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-13,2026-07,Google Ads,Store Visits / AON,_SMM - Demand Gen - 2026 - AON,,Demand Gen,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-20,2026-07,Google Ads,Store Visits / AON,_SMM - Demand Gen - 2026 - AON,,Demand Gen,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-27,2026-07,Google Ads,Store Visits / AON,_SMM - Demand Gen - 2026 - AON,,Demand Gen,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-04-27,2026-05,Google Ads,Store Visits / AON,_SMM - Display - Store Visits AON - 2026 - AON,,Display,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-04,2026-05,Google Ads,Store Visits / AON,_SMM - Display - Store Visits AON - 2026 - AON,,Display,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-11,2026-05,Google Ads,Store Visits / AON,_SMM - Display - Store Visits AON - 2026 - AON,,Display,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-18,2026-05,Google Ads,Store Visits / AON,_SMM - Display - Store Visits AON - 2026 - AON,,Display,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-25,2026-05,Google Ads,Store Visits / AON,_SMM - Display - Store Visits AON - 2026 - AON,,Display,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-01,2026-06,Google Ads,Store Visits / AON,_SMM - Display - Store Visits AON - 2026 - AON,,Display,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-08,2026-06,Google Ads,Store Visits / AON,_SMM - Display - Store Visits AON - 2026 - AON,,Display,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-15,2026-06,Google Ads,Store Visits / AON,_SMM - Display - Store Visits AON - 2026 - AON,,Display,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-22,2026-06,Google Ads,Store Visits / AON,_SMM - Display - Store Visits AON - 2026 - AON,,Display,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-29,2026-06,Google Ads,Store Visits / AON,_SMM - Display - Store Visits AON - 2026 - AON,,Display,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-06,2026-07,Google Ads,Store Visits / AON,_SMM - Display - Store Visits AON - 2026 - AON,,Display,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-13,2026-07,Google Ads,Store Visits / AON,_SMM - Display - Store Visits AON - 2026 - AON,,Display,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-20,2026-07,Google Ads,Store Visits / AON,_SMM - Display - Store Visits AON - 2026 - AON,,Display,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-27,2026-07,Google Ads,Store Visits / AON,_SMM - Display - Store Visits AON - 2026 - AON,,Display,900.16,66308,0.0,1605.0,4.0,Google reported conversions,0.0,4.0,Store Visits field in export = 0.0
2026-04-27,2026-05,Google Ads,Store Visits / AON,WDM | 2026-07 | Search | AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-04,2026-05,Google Ads,Store Visits / AON,WDM | 2026-07 | Search | AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-11,2026-05,Google Ads,Store Visits / AON,WDM | 2026-07 | Search | AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-18,2026-05,Google Ads,Store Visits / AON,WDM | 2026-07 | Search | AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-25,2026-05,Google Ads,Store Visits / AON,WDM | 2026-07 | Search | AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-01,2026-06,Google Ads,Store Visits / AON,WDM | 2026-07 | Search | AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-08,2026-06,Google Ads,Store Visits / AON,WDM | 2026-07 | Search | AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-15,2026-06,Google Ads,Store Visits / AON,WDM | 2026-07 | Search | AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-22,2026-06,Google Ads,Store Visits / AON,WDM | 2026-07 | Search | AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-29,2026-06,Google Ads,Store Visits / AON,WDM | 2026-07 | Search | AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-06,2026-07,Google Ads,Store Visits / AON,WDM | 2026-07 | Search | AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-13,2026-07,Google Ads,Store Visits / AON,WDM | 2026-07 | Search | AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-20,2026-07,Google Ads,Store Visits / AON,WDM | 2026-07 | Search | AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-27,2026-07,Google Ads,Store Visits / AON,WDM | 2026-07 | Search | AON,,Search,0.0,6,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-04-27,2026-05,Google Ads,Store Visits / AON,WDM | Search | 2026 | Store Visits AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-04,2026-05,Google Ads,Store Visits / AON,WDM | Search | 2026 | Store Visits AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-11,2026-05,Google Ads,Store Visits / AON,WDM | Search | 2026 | Store Visits AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-18,2026-05,Google Ads,Store Visits / AON,WDM | Search | 2026 | Store Visits AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-25,2026-05,Google Ads,Store Visits / AON,WDM | Search | 2026 | Store Visits AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-01,2026-06,Google Ads,Store Visits / AON,WDM | Search | 2026 | Store Visits AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-08,2026-06,Google Ads,Store Visits / AON,WDM | Search | 2026 | Store Visits AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-15,2026-06,Google Ads,Store Visits / AON,WDM | Search | 2026 | Store Visits AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-22,2026-06,Google Ads,Store Visits / AON,WDM | Search | 2026 | Store Visits AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-29,2026-06,Google Ads,Store Visits / AON,WDM | Search | 2026 | Store Visits AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-06,2026-07,Google Ads,Store Visits / AON,WDM | Search | 2026 | Store Visits AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-13,2026-07,Google Ads,Store Visits / AON,WDM | Search | 2026 | Store Visits AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-20,2026-07,Google Ads,Store Visits / AON,WDM | Search | 2026 | Store Visits AON,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-27,2026-07,Google Ads,Store Visits / AON,WDM | Search | 2026 | Store Visits AON,,Search,48.4,157,0.0,20.0,7.0,Google reported conversions,0.0,7.0,Store Visits field in export = 0.0
2026-04-27,2026-05,Google Ads,Ofertón,WDM | 2026 AON | Video | Oferton,,Video,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-04,2026-05,Google Ads,Ofertón,WDM | 2026 AON | Video | Oferton,,Video,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-11,2026-05,Google Ads,Ofertón,WDM | 2026 AON | Video | Oferton,,Video,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-18,2026-05,Google Ads,Ofertón,WDM | 2026 AON | Video | Oferton,,Video,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-25,2026-05,Google Ads,Ofertón,WDM | 2026 AON | Video | Oferton,,Video,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-01,2026-06,Google Ads,Ofertón,WDM | 2026 AON | Video | Oferton,,Video,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-08,2026-06,Google Ads,Ofertón,WDM | 2026 AON | Video | Oferton,,Video,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-15,2026-06,Google Ads,Ofertón,WDM | 2026 AON | Video | Oferton,,Video,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-22,2026-06,Google Ads,Ofertón,WDM | 2026 AON | Video | Oferton,,Video,406.75,23674,0.0,14.0,0.0,Google reported conversions,14019.0,0.0,Store Visits field in export = 0.0
2026-06-29,2026-06,Google Ads,Ofertón,WDM | 2026 AON | Video | Oferton,,Video,252.76,26996,0.0,17.0,0.0,Google reported conversions,16004.0,0.0,Store Visits field in export = 0.0
2026-07-06,2026-07,Google Ads,Ofertón,WDM | 2026 AON | Video | Oferton,,Video,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-13,2026-07,Google Ads,Ofertón,WDM | 2026 AON | Video | Oferton,,Video,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-20,2026-07,Google Ads,Ofertón,WDM | 2026 AON | Video | Oferton,,Video,730.71,69776,0.0,26.0,0.0,Google reported conversions,43705.0,0.0,Store Visits field in export = 0.0
2026-07-27,2026-07,Google Ads,Ofertón,WDM | 2026 AON | Video | Oferton,,Video,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-04-27,2026-05,Google Ads,Marinados,WDM | 2026-06 | Video | Marinados,,Video,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-04,2026-05,Google Ads,Marinados,WDM | 2026-06 | Video | Marinados,,Video,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-11,2026-05,Google Ads,Marinados,WDM | 2026-06 | Video | Marinados,,Video,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-18,2026-05,Google Ads,Marinados,WDM | 2026-06 | Video | Marinados,,Video,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-25,2026-05,Google Ads,Marinados,WDM | 2026-06 | Video | Marinados,,Video,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-01,2026-06,Google Ads,Marinados,WDM | 2026-06 | Video | Marinados,,Video,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-08,2026-06,Google Ads,Marinados,WDM | 2026-06 | Video | Marinados,,Video,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-15,2026-06,Google Ads,Marinados,WDM | 2026-06 | Video | Marinados,,Video,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-22,2026-06,Google Ads,Marinados,WDM | 2026-06 | Video | Marinados,,Video,203.35,13897,0.0,5.0,0.0,Google reported conversions,8459.0,0.0,Store Visits field in export = 0.0
2026-06-29,2026-06,Google Ads,Marinados,WDM | 2026-06 | Video | Marinados,,Video,126.42,15827,0.0,7.0,0.0,Google reported conversions,8950.0,0.0,Store Visits field in export = 0.0
2026-07-06,2026-07,Google Ads,Marinados,WDM | 2026-06 | Video | Marinados,,Video,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-13,2026-07,Google Ads,Marinados,WDM | 2026-06 | Video | Marinados,,Video,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-20,2026-07,Google Ads,Marinados,WDM | 2026-06 | Video | Marinados,,Video,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-27,2026-07,Google Ads,Marinados,WDM | 2026-06 | Video | Marinados,,Video,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-04-27,2026-05,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - GDN,,Display,298.36,157151,0.0,2930.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-04,2026-05,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - GDN,,Display,669.66,303837,0.0,6000.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-11,2026-05,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - GDN,,Display,674.86,422377,0.0,8170.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-18,2026-05,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - GDN,,Display,649.92,387816,0.0,8721.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-25,2026-05,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - GDN,,Display,626.09,361050,0.0,7948.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-01,2026-06,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - GDN,,Display,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-08,2026-06,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - GDN,,Display,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-15,2026-06,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - GDN,,Display,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-22,2026-06,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - GDN,,Display,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-29,2026-06,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - GDN,,Display,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-06,2026-07,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - GDN,,Display,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-13,2026-07,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - GDN,,Display,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-20,2026-07,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - GDN,,Display,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-27,2026-07,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - GDN,,Display,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-04-27,2026-05,Google Ads,Etc.,Sensis Test 2,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-04,2026-05,Google Ads,Etc.,Sensis Test 2,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-11,2026-05,Google Ads,Etc.,Sensis Test 2,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-18,2026-05,Google Ads,Etc.,Sensis Test 2,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-25,2026-05,Google Ads,Etc.,Sensis Test 2,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-01,2026-06,Google Ads,Etc.,Sensis Test 2,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-08,2026-06,Google Ads,Etc.,Sensis Test 2,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-15,2026-06,Google Ads,Etc.,Sensis Test 2,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-22,2026-06,Google Ads,Etc.,Sensis Test 2,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-29,2026-06,Google Ads,Etc.,Sensis Test 2,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-06,2026-07,Google Ads,Etc.,Sensis Test 2,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-13,2026-07,Google Ads,Etc.,Sensis Test 2,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-20,2026-07,Google Ads,Etc.,Sensis Test 2,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-27,2026-07,Google Ads,Etc.,Sensis Test 2,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-04-27,2026-05,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - Search,,Search,133.97,1902,0.0,112.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-04,2026-05,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - Search,,Search,270.83,4465,0.0,281.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-11,2026-05,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - Search,,Search,301.85,5115,0.0,236.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-18,2026-05,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - Search,,Search,284.67,4023,0.0,236.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-25,2026-05,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - Search,,Search,254.47,4301,0.0,235.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-01,2026-06,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - Search,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-08,2026-06,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - Search,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-15,2026-06,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - Search,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-22,2026-06,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - Search,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-29,2026-06,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - Search,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-06,2026-07,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - Search,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-13,2026-07,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - Search,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-20,2026-07,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - Search,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-27,2026-07,Google Ads,Store Visits / AON,Supermercados Morelos-Sensis - 2026 OKC Tulsa - Search,,Search,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-04-27,2026-05,Google Ads,Store Visits / AON,PMax: Morelos_Branded_Store Visits,,Performance Max,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-04,2026-05,Google Ads,Store Visits / AON,PMax: Morelos_Branded_Store Visits,,Performance Max,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-11,2026-05,Google Ads,Store Visits / AON,PMax: Morelos_Branded_Store Visits,,Performance Max,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-18,2026-05,Google Ads,Store Visits / AON,PMax: Morelos_Branded_Store Visits,,Performance Max,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-05-25,2026-05,Google Ads,Store Visits / AON,PMax: Morelos_Branded_Store Visits,,Performance Max,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-01,2026-06,Google Ads,Store Visits / AON,PMax: Morelos_Branded_Store Visits,,Performance Max,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-08,2026-06,Google Ads,Store Visits / AON,PMax: Morelos_Branded_Store Visits,,Performance Max,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-15,2026-06,Google Ads,Store Visits / AON,PMax: Morelos_Branded_Store Visits,,Performance Max,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-22,2026-06,Google Ads,Store Visits / AON,PMax: Morelos_Branded_Store Visits,,Performance Max,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-06-29,2026-06,Google Ads,Store Visits / AON,PMax: Morelos_Branded_Store Visits,,Performance Max,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-06,2026-07,Google Ads,Store Visits / AON,PMax: Morelos_Branded_Store Visits,,Performance Max,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-13,2026-07,Google Ads,Store Visits / AON,PMax: Morelos_Branded_Store Visits,,Performance Max,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
2026-07-20,2026-07,Google Ads,Store Visits / AON,PMax: Morelos_Branded_Store Visits,,Performance Max,0.0,0,0.0,0.0,0.0,Google reported conversions,0.0,0.0,Store Visits field in export = 0.0
